episode_id,episode_len,episode_depth
0,10,1
1,4,1
2,11,1
3,20,1
4,6,1
5,4,1
6,11,1
7,11,1
8,6,2
9,9,1
10,6,1
11,36,1
12,3,1
13,3,1
14,20,1
15,7,1
16,179,1
17,26,2
18,9,2
19,16,2
20,3,2
21,4,2
22,46,2
23,8,3
24,3,1
25,18,1
26,35,1
27,13,1
28,16,1
29,89,1
30,6,2
31,7,2
32,9,2
33,18,1
