episode_id,episode_len,episode_depth
0,28,1
1,3,2
2,2,1
3,9,1
4,9,1
5,2,1
6,48,1
7,9,2
8,4,2
9,4,2
10,7,1
11,27,1
12,20,1
13,20,1
14,2,1
15,11,1
16,5,1
17,14,1
18,15,1
19,23,1
20,3,1
21,41,1
22,36,1
23,8,2
24,6,1
25,18,1
26,11,1
27,4,1
28,14,1
29,9,1
30,3,1
31,5,1
32,10,1
