mean_len_copilot,mean_depth_copilot,mean_len_pp,mean_depth_pp,median_len_copilot,median_depth_copilot,median_len_pp,median_depth_pp
9.404761904761905,1.2619047619047619,14.380952380952381,1.2952380952380953,6.5,1.0,8.0,1.0
